dt,AverageTemperature,AverageTemperatureUncertainty,City,Country
4/1/2005,28.128,0.212,Colombo,Sri Lanka
5/1/2005,29.409,0.174,Colombo,Sri Lanka
6/1/2005,29.042,0.311,Colombo,Sri Lanka
7/1/2005,27.677,0.27,Colombo,Sri Lanka
8/1/2005,26.98,0.221,Colombo,Sri Lanka
9/1/2005,27.015,0.252,Colombo,Sri Lanka
10/1/2005,28.06,0.222,Colombo,Sri Lanka
11/1/2005,27.337,0.501,Colombo,Sri Lanka
12/1/2005,25.666,0.137,Colombo,Sri Lanka
1/1/2006,25.09,0.271,Colombo,Sri Lanka
2/1/2006,26.188,0.231,Colombo,Sri Lanka
3/1/2006,26.133,0.324,Colombo,Sri Lanka
4/1/2006,27.467,0.371,Colombo,Sri Lanka
5/1/2006,29.352,0.494,Colombo,Sri Lanka
6/1/2006,28.426,0.363,Colombo,Sri Lanka
7/1/2006,27.28,0.358,Colombo,Sri Lanka
8/1/2006,26.671,0.334,Colombo,Sri Lanka
9/1/2006,27.629,0.384,Colombo,Sri Lanka
10/1/2006,28.945,0.417,Colombo,Sri Lanka
11/1/2006,28.643,0.254,Colombo,Sri Lanka
12/1/2006,26.754,0.246,Colombo,Sri Lanka
1/1/2007,25.55,0.178,Colombo,Sri Lanka
2/1/2007,25.333,0.285,Colombo,Sri Lanka
3/1/2007,26.871,0.282,Colombo,Sri Lanka
4/1/2007,28.492,0.269,Colombo,Sri Lanka
5/1/2007,29.853,0.238,Colombo,Sri Lanka
6/1/2007,28.843,0.244,Colombo,Sri Lanka
7/1/2007,27.93,0.256,Colombo,Sri Lanka
8/1/2007,27.372,0.187,Colombo,Sri Lanka
9/1/2007,27.63,0.252,Colombo,Sri Lanka
10/1/2007,28.747,0.457,Colombo,Sri Lanka
11/1/2007,28.183,0.376,Colombo,Sri Lanka
12/1/2007,26.812,0.391,Colombo,Sri Lanka
1/1/2008,24.271,0.473,Colombo,Sri Lanka
2/1/2008,23.495,0.62,Colombo,Sri Lanka
3/1/2008,26.442,0.544,Colombo,Sri Lanka
4/1/2008,27.982,0.355,Colombo,Sri Lanka
5/1/2008,29.54,0.283,Colombo,Sri Lanka
6/1/2008,28.223,0.36,Colombo,Sri Lanka
7/1/2008,27.554,0.379,Colombo,Sri Lanka
8/1/2008,26.831,0.383,Colombo,Sri Lanka
9/1/2008,27.193,0.255,Colombo,Sri Lanka
10/1/2008,28.655,0.431,Colombo,Sri Lanka
11/1/2008,28.512,0.646,Colombo,Sri Lanka
12/1/2008,27.435,0.495,Colombo,Sri Lanka
1/1/2009,25.783,0.207,Colombo,Sri Lanka
2/1/2009,25.766,0.674,Colombo,Sri Lanka
3/1/2009,27.193,0.603,Colombo,Sri Lanka
4/1/2009,28.936,0.553,Colombo,Sri Lanka
5/1/2009,29.735,0.173,Colombo,Sri Lanka
6/1/2009,29.548,0.46,Colombo,Sri Lanka
7/1/2009,27.385,0.231,Colombo,Sri Lanka
8/1/2009,27.852,0.282,Colombo,Sri Lanka
9/1/2009,28.173,0.166,Colombo,Sri Lanka
10/1/2009,28.396,0.286,Colombo,Sri Lanka
11/1/2009,28.324,0.242,Colombo,Sri Lanka
12/1/2009,27.043,0.227,Colombo,Sri Lanka
1/1/2010,26.12,0.491,Colombo,Sri Lanka
2/1/2010,25.615,0.411,Colombo,Sri Lanka
3/1/2010,27.362,0.48,Colombo,Sri Lanka
4/1/2010,29.178,0.298,Colombo,Sri Lanka
5/1/2010,30.682,0.28,Colombo,Sri Lanka
6/1/2010,28.881,0.184,Colombo,Sri Lanka
7/1/2010,27.364,0.258,Colombo,Sri Lanka
8/1/2010,27.279,0.213,Colombo,Sri Lanka
9/1/2010,27.587,0.441,Colombo,Sri Lanka
10/1/2010,28.774,0.249,Colombo,Sri Lanka
11/1/2010,28.883,0.352,Colombo,Sri Lanka
12/1/2010,25.46,0.276,Colombo,Sri Lanka
1/1/2011,24.543,0.441,Colombo,Sri Lanka
2/1/2011,25.031,0.408,Colombo,Sri Lanka
3/1/2011,26.99,0.665,Colombo,Sri Lanka
4/1/2011,27.716,0.296,Colombo,Sri Lanka
5/1/2011,29.546,0.358,Colombo,Sri Lanka
6/1/2011,28.394,0.469,Colombo,Sri Lanka
7/1/2011,27.133,0.218,Colombo,Sri Lanka
8/1/2011,27.122,0.145,Colombo,Sri Lanka
9/1/2011,27.39,0.233,Colombo,Sri Lanka
10/1/2011,28.864,0.259,Colombo,Sri Lanka
11/1/2011,29.04,0.312,Colombo,Sri Lanka
12/1/2011,26.85,0.271,Colombo,Sri Lanka
1/1/2012,23.844,0.439,Colombo,Sri Lanka
2/1/2012,24.693,0.403,Colombo,Sri Lanka
3/1/2012,25.574,0.55,Colombo,Sri Lanka
4/1/2012,28.223,0.404,Colombo,Sri Lanka
5/1/2012,29.235,0.462,Colombo,Sri Lanka
6/1/2012,28.847,0.37,Colombo,Sri Lanka
7/1/2012,27.941,0.433,Colombo,Sri Lanka
8/1/2012,27.405,0.342,Colombo,Sri Lanka
9/1/2012,27.491,0.545,Colombo,Sri Lanka
10/1/2012,28.689,0.368,Colombo,Sri Lanka
11/1/2012,27.54,0.657,Colombo,Sri Lanka
12/1/2012,26.828,0.593,Colombo,Sri Lanka
1/1/2013,24.187,0.858,Colombo,Sri Lanka
2/1/2013,25.005,0.836,Colombo,Sri Lanka
3/1/2013,26.301,0.35,Colombo,Sri Lanka
4/1/2013,27.335,0.632,Colombo,Sri Lanka
5/1/2013,29.718,0.574,Colombo,Sri Lanka
6/1/2013,27.686,0.26,Colombo,Sri Lanka
7/1/2013,26.519,0.177,Colombo,Sri Lanka
8/1/2013,26.953,0.39,Colombo,Sri Lanka
9/1/2013,,,Colombo,Sri Lanka
